arn,reconciliation_date,settlement_date,value_date,merchant_date,working_days,calendar_days
24234282096000201875074,2022-05-04,2022-05-06,2022-05-06,2022-05-06,0,2
24234282116000255604509,2022-05-06,2022-05-24,2022-05-24,2022-05-24,0,18
24234282096000201493738,2022-05-14,2022-05-16,2022-05-16,2022-05-16,0,2
24234282099000209600893,2022-05-14,2022-05-16,2022-05-16,2022-05-16,0,2
24234282163000496036117,2022-06-27,2022-07-10,2022-07-11,2022-07-11,0,13
24234282122000276870354,2022-07-02,2022-07-04,2022-07-04,2022-07-04,0,2
24234282155000437531044,2022-06-11,2022-07-03,2022-07-04,2022-07-04,0,22
24234282157000452930483,2022-06-16,2022-07-04,2022-07-04,2022-07-04,0,18
24234282159000461877632,2022-06-11,2022-07-06,2022-07-06,2022-07-06,0,25
24234282118000262493936,2022-05-08,2022-05-26,2022-05-26,2022-05-26,0,18
24234282157000447116321,2022-06-15,2022-07-04,2022-07-04,2022-07-04,0,19
24234282153000421431872,2022-06-28,2022-06-30,2022-06-30,2022-06-30,0,2
24234282074000143778531,2022-05-28,2022-05-30,2022-05-30,2022-05-30,0,2
24234282114000249728283,2022-06-07,2022-06-09,2022-06-09,2022-06-09,0,2
24234282144000365031722,2022-06-25,2022-06-27,2022-06-27,2022-06-27,0,2
24234282077000151746914,2022-05-07,2022-05-09,2022-05-09,2022-05-09,0,2
24234282116000254360913,2022-05-04,2022-05-24,2022-05-24,2022-05-24,0,20
24234282136000334589743,2022-05-28,2022-06-14,2022-06-14,2022-06-14,0,17
24234282133000321363204,2022-05-28,2022-06-12,2022-06-13,2022-06-13,0,15
24234282102000216124460,2022-05-01,2022-05-10,2022-05-10,2022-05-10,0,9
24234282124000283785866,2022-05-14,2022-06-01,2022-06-01,2022-06-01,0,18
24234282157000451620176,2022-06-30,2022-07-04,2022-07-04,2022-07-04,0,4
24234282163000492259119,2022-06-19,2022-07-10,2022-07-11,2022-07-11,0,21
24234282123000278209865,2022-06-02,2022-06-04,2022-06-06,2022-06-06,0,2
24234282144000367599718,2022-06-24,2022-06-26,2022-06-27,2022-06-27,0,2
24234282107000230022091,2022-05-29,2022-05-31,2022-05-31,2022-05-31,0,2
24234282116000256246862,2022-05-19,2022-05-24,2022-05-24,2022-05-24,0,5
24234282122000276548646,2022-05-21,2022-05-30,2022-05-30,2022-05-30,0,9
24234282122000277042508,2022-06-09,2022-06-11,2022-06-13,2022-06-13,0,2
24234282159000465887660,2022-06-18,2022-07-06,2022-07-06,2022-07-06,0,18
24234282087000176501714,2022-05-29,2022-05-31,2022-05-31,2022-05-31,0,2
24234282098000207752606,2022-05-20,2022-05-22,2022-05-23,2022-05-23,0,2
24234282110000237268882,2022-05-04,2022-05-18,2022-05-18,2022-05-18,0,14
24234282122000274796882,2022-05-08,2022-05-30,2022-05-30,2022-05-30,0,22
24234282133000319893410,2022-06-01,2022-06-10,2022-06-10,2022-06-10,0,9
24234282150000404025983,2022-06-05,2022-06-28,2022-06-28,2022-06-28,0,23
24234282116000255274451,2022-05-28,2022-05-30,2022-05-30,2022-05-30,0,2
24234282139000343440588,2022-05-28,2022-06-16,2022-06-17,2022-06-17,0,19
24234282155000438231131,2022-06-15,2022-07-03,2022-07-04,2022-07-04,0,18
24234282156000442104505,2022-07-01,2022-07-03,2022-07-04,2022-07-04,0,2
24234282154000428201665,2022-06-25,2022-07-03,2022-07-04,2022-07-04,0,8
24234282106000226559909,2022-05-20,2022-05-22,2022-05-23,2022-05-23,0,2
24234282120000268380612,2022-05-28,2022-05-30,2022-05-30,2022-05-30,0,2
24234282127000297166266,2022-06-10,2022-06-12,2022-06-13,2022-06-13,0,2
24234282072000137017187,2022-06-04,2022-06-06,2022-06-06,2022-06-06,0,2
24234282113000248235208,2022-07-02,2022-07-04,2022-07-04,2022-07-04,0,2
24234282118000262556930,2022-05-18,2022-05-26,2022-05-26,2022-05-26,0,8
24234282162000486110352,2022-07-02,2022-07-09,2022-07-11,2022-07-11,0,7
24234282128000299323724,2022-06-05,2022-06-06,2022-06-06,2022-06-06,0,1
24234282131000312988649,2022-06-23,2022-06-25,2022-06-27,2022-06-27,0,2
24234282148000386736438,2022-06-23,2022-06-26,2022-06-27,2022-06-27,0,3
24234282155000435561258,2022-06-15,2022-07-02,2022-07-04,2022-07-04,0,17
24234282158000460360268,2022-06-16,2022-07-05,2022-07-05,2022-07-05,0,19
24234282142000358070986,2022-06-22,2022-06-24,2022-06-24,2022-06-24,0,2
24234282156000445292240,2022-06-15,2022-07-03,2022-07-04,2022-07-04,0,18
24234282089000183359971,2022-05-06,2022-05-08,2022-05-09,2022-05-09,0,2
24234282131000313605507,2022-06-17,2022-06-19,2022-06-20,2022-06-20,0,2
24234282148000389191086,2022-06-02,2022-06-25,2022-06-27,2022-06-27,0,23
24234282119000264608225,2022-05-20,2022-05-27,2022-05-27,2022-05-27,0,7
24234282161000482993448,2022-06-17,2022-07-08,2022-07-08,2022-07-08,0,21
24234282099000208803035,2022-05-07,2022-05-09,2022-05-09,2022-05-09,0,2
24234282124000283106451,2022-05-13,2022-06-01,2022-06-01,2022-06-01,0,19
24234282146000380238300,2022-06-05,2022-06-24,2022-06-24,2022-06-24,0,19
24234282103000221822537,2022-05-13,2022-05-15,2022-05-16,2022-05-16,0,2
24234282128000300456588,2022-06-05,2022-06-06,2022-06-06,2022-06-06,0,1
24234282140000347176235,2022-06-17,2022-06-19,2022-06-20,2022-06-20,0,2
24234282141000354199343,2022-05-28,2022-06-19,2022-06-20,2022-06-20,0,22
24234282116000257204159,2022-05-05,2022-05-25,2022-05-25,2022-05-25,0,20
24234282133000320136213,2022-05-20,2022-06-10,2022-06-10,2022-06-10,0,21
24234282070000133591005,2022-06-16,2022-06-18,2022-06-20,2022-06-20,0,2
24234282107000229910124,2022-05-07,2022-05-15,2022-05-16,2022-05-16,0,8
24234282131000311625416,2022-05-20,2022-06-08,2022-06-08,2022-06-08,0,19
24234282145000373729019,2022-06-03,2022-06-22,2022-06-22,2022-06-22,0,19
24234282123000278104827,2022-06-03,2022-06-05,2022-06-06,2022-06-06,0,2
24234282146000378406729,2022-06-19,2022-06-23,2022-06-23,2022-06-23,0,4
24234282080000159224620,2022-05-01,2022-05-03,2022-05-03,2022-05-03,0,2
24234282109000235379361,2022-05-10,2022-05-17,2022-05-17,2022-05-17,0,7
24234282160000474392444,2022-06-15,2022-07-07,2022-07-07,2022-07-07,0,22
24234282154000432779383,2022-06-15,2022-07-01,2022-07-01,2022-07-01,0,16
24234282100000210462355,2022-05-15,2022-05-17,2022-05-17,2022-05-17,0,2
24234282137000337736209,2022-05-28,2022-06-14,2022-06-14,2022-06-14,0,17
24234282078000154142177,2022-05-07,2022-05-09,2022-05-09,2022-05-09,0,2
24234282133000320970140,2022-05-28,2022-06-10,2022-06-10,2022-06-10,0,13
24234282110000236580204,2022-05-11,2022-05-18,2022-05-18,2022-05-18,0,7
24234282139000345989962,2022-05-31,2022-06-16,2022-06-17,2022-06-17,0,16
24234282149000396343000,2022-06-10,2022-06-27,2022-06-27,2022-06-27,0,17
24234282059000112173283,2022-05-06,2022-05-08,2022-05-09,2022-05-09,0,2
24234282136000331836634,2022-05-28,2022-06-13,2022-06-13,2022-06-13,0,16
24234282105000224485322,2022-05-27,2022-05-29,2022-05-30,2022-05-30,0,2
24234282113000245769746,2022-05-05,2022-05-24,2022-05-24,2022-05-24,0,19
24234282157000454504559,2022-06-14,2022-07-05,2022-07-05,2022-07-05,0,21
24234282144000365402014,2022-05-31,2022-06-21,2022-06-21,2022-06-21,0,21
24234282145000372156826,2022-06-03,2022-06-22,2022-06-22,2022-06-22,0,19
24234282126000292453462,2022-06-27,2022-06-29,2022-06-29,2022-06-29,0,2
24234282129000302096597,2022-05-20,2022-06-06,2022-06-06,2022-06-06,0,17
24234282159000468141834,2022-06-16,2022-07-06,2022-07-06,2022-07-06,0,20
24234282124000284969337,2022-05-22,2022-06-01,2022-06-01,2022-06-01,0,10
24234282127000296826415,2022-05-14,2022-06-04,2022-06-06,2022-06-06,0,21
24234282071000134852272,2022-05-01,2022-05-03,2022-05-03,2022-05-03,0,2
24234282119000264666017,2022-06-08,2022-06-10,2022-06-10,2022-06-10,0,2
24234282128000298364711,2022-05-14,2022-06-05,2022-06-06,2022-06-06,0,22
24234282154000431212865,2022-06-11,2022-07-01,2022-07-01,2022-07-01,0,20
24234282159000467870722,2022-06-15,2022-07-06,2022-07-06,2022-07-06,0,21
24234282111000241563442,2022-06-10,2022-06-12,2022-06-13,2022-06-13,0,2
24234282117000258888272,2022-05-12,2022-05-25,2022-05-25,2022-05-25,0,13
24234282154000431024583,2022-06-22,2022-07-01,2022-07-01,2022-07-01,0,9
24234282086000173911610,2022-05-10,2022-05-12,2022-05-12,2022-05-12,0,2
24234282104000223105567,2022-05-12,2022-05-15,2022-05-16,2022-05-16,0,3
24234282110000239401721,2022-05-13,2022-05-19,2022-05-19,2022-05-19,0,6
24234282142000358096866,2022-06-24,2022-06-26,2022-06-27,2022-06-27,0,2
24234282159000468222956,2022-06-28,2022-07-06,2022-07-06,2022-07-06,0,8
24234282119000266926120,2022-06-30,2022-07-02,2022-07-04,2022-07-04,0,2
24234282131000310411693,2022-05-31,2022-06-08,2022-06-08,2022-06-08,0,8
24234282155000438240066,2022-06-16,2022-07-02,2022-07-04,2022-07-04,0,16
24234282164000503094553,2022-06-25,2022-07-11,2022-07-11,2022-07-11,0,16
24234282161000482985832,2022-06-21,2022-07-08,2022-07-08,2022-07-08,0,17
24234282137000338064965,2022-05-25,2022-06-14,2022-06-14,2022-06-14,0,20
24234282159000466998250,2022-06-16,2022-07-06,2022-07-06,2022-07-06,0,20
24234282117000258905498,2022-06-01,2022-06-03,2022-06-03,2022-06-03,0,2
24234282123000280434840,2022-05-12,2022-06-01,2022-06-01,2022-06-01,0,20
24234282138000339725290,2022-06-04,2022-06-15,2022-06-15,2022-06-15,0,11
24234282113000246858779,2022-05-11,2022-05-21,2022-05-23,2022-05-23,0,10
24234282116000254878542,2022-06-04,2022-06-06,2022-06-06,2022-06-06,0,2
24234282131000311027829,2022-06-16,2022-06-18,2022-06-20,2022-06-20,0,2
24234282098000207832481,2022-05-18,2022-05-20,2022-05-20,2022-05-20,0,2
24234282136000332572071,2022-05-22,2022-06-13,2022-06-13,2022-06-13,0,22
24234282152000416121018,2022-06-24,2022-06-29,2022-06-29,2022-06-29,0,5
24234282160000473769220,2022-06-16,2022-07-07,2022-07-07,2022-07-07,0,21
24234282156000444402014,2022-06-30,2022-07-03,2022-07-04,2022-07-04,0,3
24234282152000419369689,2022-06-16,2022-06-30,2022-06-30,2022-06-30,0,14
24234282070000134462347,2022-06-08,2022-06-10,2022-06-10,2022-06-10,0,2
24234282141000356114126,2022-05-28,2022-06-19,2022-06-20,2022-06-20,0,22
24234282119000265041061,2022-06-08,2022-06-10,2022-06-10,2022-06-10,0,2
24234282160000473281978,2022-06-17,2022-07-07,2022-07-07,2022-07-07,0,20
24234282155000438024130,2022-06-25,2022-07-02,2022-07-04,2022-07-04,0,7
24234282129000305735696,2022-06-09,2022-06-11,2022-06-13,2022-06-13,0,2
24234282147000386092759,2022-06-08,2022-06-25,2022-06-27,2022-06-27,0,17
24234282148000390297419,2022-06-05,2022-06-26,2022-06-27,2022-06-27,0,21
24234282094000194744065,2022-06-17,2022-06-19,2022-06-20,2022-06-20,0,2
24234282103000220958464,2022-05-31,2022-06-02,2022-06-02,2022-06-02,0,2
24234282131000313045951,2022-06-08,2022-06-10,2022-06-10,2022-06-10,0,2
24234282135000329469605,2022-05-22,2022-06-12,2022-06-13,2022-06-13,0,21
24234282144000369579593,2022-06-01,2022-06-22,2022-06-22,2022-06-22,0,21
24234282153000420108000,2022-06-16,2022-06-30,2022-06-30,2022-06-30,0,14
24234282062000116948198,2022-05-27,2022-05-29,2022-05-30,2022-05-30,0,2
24234282119000266270529,2022-05-06,2022-05-27,2022-05-27,2022-05-27,0,21
24234282152000417809892,2022-06-22,2022-06-29,2022-06-29,2022-06-29,0,7
24234282164000498738677,2022-06-24,2022-07-11,2022-07-11,2022-07-11,0,17
24234282114000250513863,2022-05-04,2022-05-23,2022-05-23,2022-05-23,0,19
24234282138000341138730,2022-06-01,2022-06-15,2022-06-15,2022-06-15,0,14
24234282154000434035099,2022-06-11,2022-07-02,2022-07-04,2022-07-04,0,21
24234282106000226597099,2022-06-12,2022-06-14,2022-06-14,2022-06-14,0,2
24234282138000341259072,2022-06-16,2022-06-18,2022-06-20,2022-06-20,0,2
24234282154000427237421,2022-06-14,2022-07-01,2022-07-01,2022-07-01,0,17
24234282102000217156172,2022-05-22,2022-05-24,2022-05-24,2022-05-24,0,2
24234282112000244350291,2022-05-05,2022-05-20,2022-05-20,2022-05-20,0,15
24234282143000361313570,2022-06-01,2022-06-20,2022-06-20,2022-06-20,0,19
24234282121000273488847,2022-05-12,2022-05-29,2022-05-30,2022-05-30,0,17
24234282123000280883699,2022-05-14,2022-05-31,2022-05-31,2022-05-31,0,17
24234282117000259674713,2022-05-05,2022-05-25,2022-05-25,2022-05-25,0,20
24234282131000310648245,2022-05-18,2022-06-08,2022-06-08,2022-06-08,0,21
24234282135000330482811,2022-05-22,2022-06-13,2022-06-13,2022-06-13,0,22
24234282145000373551074,2022-06-02,2022-06-22,2022-06-22,2022-06-22,0,20
24234282156000445260486,2022-06-15,2022-07-03,2022-07-04,2022-07-04,0,18
24234282090000185619973,2022-05-27,2022-05-29,2022-05-30,2022-05-30,0,2
24234282160000473304143,2022-06-29,2022-07-07,2022-07-07,2022-07-07,0,8
24234282163000493378637,2022-06-23,2022-07-10,2022-07-11,2022-07-11,0,17
24234282156000444321701,2022-06-14,2022-07-03,2022-07-04,2022-07-04,0,19
24234282118000263103880,2022-05-03,2022-05-26,2022-05-26,2022-05-26,0,23
24234282147000384002552,2022-06-24,2022-06-26,2022-06-27,2022-06-27,0,2
24234282113000245863143,2022-05-22,2022-05-23,2022-05-23,2022-05-23,0,1
24234282130000309241300,2022-06-03,2022-06-07,2022-06-07,2022-06-07,0,4
24234282144000367075172,2022-06-08,2022-06-21,2022-06-21,2022-06-21,0,13
24234282159000468032843,2022-06-16,2022-07-06,2022-07-06,2022-07-06,0,20
24234282108000231041859,2022-05-22,2022-05-24,2022-05-24,2022-05-24,0,2
24234282150000400248621,2022-06-04,2022-06-27,2022-06-27,2022-06-27,0,23
24234282154000430781449,2022-06-15,2022-07-01,2022-07-01,2022-07-01,0,16
24234282126000294312054,2022-05-14,2022-06-04,2022-06-06,2022-06-06,0,21
24234282129000305690214,2022-06-10,2022-06-12,2022-06-13,2022-06-13,0,2
24234282138000339268143,2022-05-27,2022-06-15,2022-06-15,2022-06-15,0,19
24234282163000492400812,2022-06-29,2022-07-10,2022-07-11,2022-07-11,0,11
24234282149000394912616,2022-06-15,2022-06-26,2022-06-27,2022-06-27,0,11
24234282156000445185717,2022-06-15,2022-07-03,2022-07-04,2022-07-04,0,18
24234282121000272961356,2022-05-21,2022-05-29,2022-05-30,2022-05-30,0,8
24234282139000344125303,2022-06-12,2022-06-16,2022-06-17,2022-06-17,0,4
24234282098000206463023,2022-05-04,2022-05-06,2022-05-06,2022-05-06,0,2
24234282100000211989000,2022-05-15,2022-05-17,2022-05-17,2022-05-17,0,2
24234282115000252903137,2022-05-04,2022-05-23,2022-05-23,2022-05-23,0,19
24234282139000345975011,2022-07-02,2022-07-04,2022-07-04,2022-07-04,0,2
24234282094000195092415,2022-05-12,2022-05-14,2022-05-16,2022-05-16,0,2
24234282096000202122344,2022-05-06,2022-05-08,2022-05-09,2022-05-09,0,2
24234282153000421105393,2022-06-14,2022-06-30,2022-06-30,2022-06-30,0,16
24234282131000312442779,2022-06-01,2022-06-08,2022-06-08,2022-06-08,0,7
24234282143000361054000,2022-06-03,2022-06-20,2022-06-20,2022-06-20,0,17
24234282124000284128447,2022-05-11,2022-06-01,2022-06-01,2022-06-01,0,21
24234282137000337923302,2022-05-25,2022-06-14,2022-06-14,2022-06-14,0,20
24234282108000232686116,2022-05-18,2022-05-20,2022-05-20,2022-05-20,0,2
24234282111000240005494,2022-05-03,2022-05-19,2022-05-19,2022-05-19,0,16
24234282123000278153329,2022-06-25,2022-06-27,2022-06-27,2022-06-27,0,2
24234282143000360365555,2022-06-03,2022-06-20,2022-06-20,2022-06-20,0,17
24234282151000410104177,2022-06-08,2022-06-28,2022-06-28,2022-06-28,0,20
24234282108000230653951,2022-05-14,2022-05-16,2022-05-16,2022-05-16,0,2
24234282126000293167061,2022-05-29,2022-06-03,2022-06-03,2022-06-03,0,5
24234282155000434609587,2022-06-15,2022-07-02,2022-07-04,2022-07-04,0,17
24234282158000455921447,2022-06-16,2022-07-05,2022-07-05,2022-07-05,0,19
24234282153000425280705,2022-06-08,2022-06-30,2022-06-30,2022-06-30,0,22
24234282163000496246146,2022-06-24,2022-07-10,2022-07-11,2022-07-11,0,16
24234282123000280158779,2022-05-12,2022-05-31,2022-05-31,2022-05-31,0,19
24234282124000282078784,2022-05-08,2022-06-01,2022-06-01,2022-06-01,0,24
24234282137000338234840,2022-05-20,2022-06-14,2022-06-14,2022-06-14,0,25
24234282147000384007452,2022-06-17,2022-06-24,2022-06-24,2022-06-24,0,7
24234282115000252706472,2022-05-04,2022-05-23,2022-05-23,2022-05-23,0,19
24234282134000325283993,2022-06-12,2022-06-13,2022-06-13,2022-06-13,0,1
24234282136000333760394,2022-05-22,2022-06-13,2022-06-13,2022-06-13,0,22
24234282125000288280003,2022-05-14,2022-06-02,2022-06-02,2022-06-02,0,19
24234282105000224637922,2022-06-12,2022-06-14,2022-06-14,2022-06-14,0,2
24234282112000242390695,2022-06-03,2022-06-05,2022-06-06,2022-06-06,0,2
24234282144000364994698,2022-06-04,2022-06-21,2022-06-21,2022-06-21,0,17
24234282121000273061123,2022-05-22,2022-05-29,2022-05-30,2022-05-30,0,7
24234282154000431891320,2022-06-11,2022-07-01,2022-07-01,2022-07-01,0,20
24234282158000459030930,2022-06-24,2022-07-05,2022-07-05,2022-07-05,0,11
24234282122000275239494,2022-06-09,2022-06-11,2022-06-13,2022-06-13,0,2
24234282069000130494727,2022-05-01,2022-05-03,2022-05-03,2022-05-03,0,2
24234282153000422813359,2022-06-09,2022-06-30,2022-06-30,2022-06-30,0,21
24234282130000307121330,2022-05-18,2022-06-07,2022-06-07,2022-06-07,0,20
24234282139000346188309,2022-05-31,2022-06-16,2022-06-17,2022-06-17,0,16
24234282129000303907537,2022-05-21,2022-06-06,2022-06-06,2022-06-06,0,16
24234282107000228930057,2022-05-11,2022-05-15,2022-05-16,2022-05-16,0,4
24234282136000332397198,2022-06-15,2022-06-17,2022-06-17,2022-06-17,0,2
24234282139000343261182,2022-05-27,2022-06-16,2022-06-17,2022-06-17,0,20
24234282117000258056946,2022-05-08,2022-05-25,2022-05-25,2022-05-25,0,17
24234282118000260847091,2022-06-23,2022-06-25,2022-06-27,2022-06-27,0,2
24234282113000246554758,2022-05-01,2022-05-24,2022-05-24,2022-05-24,0,23
24234282164000505343214,2022-06-21,2022-07-12,2022-07-12,2022-07-12,0,21
24234282130000307908447,2022-06-20,2022-06-22,2022-06-22,2022-06-22,0,2
24234282090000185128892,2022-06-15,2022-06-17,2022-06-17,2022-06-17,0,2
24234282109000234593418,2022-05-18,2022-05-20,2022-05-20,2022-05-20,0,2
24234282124000284893156,2022-05-12,2022-06-01,2022-06-01,2022-06-01,0,20
24234282162000485094623,2022-06-18,2022-07-09,2022-07-11,2022-07-11,0,21
24234282164000505413256,2022-06-21,2022-07-12,2022-07-12,2022-07-12,0,21
24234282136000332394120,2022-06-15,2022-06-17,2022-06-17,2022-06-17,0,2
24234282143000363842071,2022-06-11,2022-06-21,2022-06-21,2022-06-21,0,10
24234282155000437959591,2022-06-29,2022-07-02,2022-07-04,2022-07-04,0,3
24234282155000439223814,2022-06-19,2022-07-02,2022-07-04,2022-07-04,0,13
24234282158000460717962,2022-06-20,2022-07-05,2022-07-05,2022-07-05,0,15
24234282093000192279198,2022-05-04,2022-05-06,2022-05-06,2022-05-06,0,2
24234282152000419288210,2022-06-23,2022-06-30,2022-06-30,2022-06-30,0,7
24234282155000439746566,2022-06-28,2022-07-02,2022-07-04,2022-07-04,0,4
24234282153000424970454,2022-06-14,2022-06-30,2022-06-30,2022-06-30,0,16
24234282117000257728917,2022-05-12,2022-05-25,2022-05-25,2022-05-25,0,13
24234282136000333009453,2022-05-24,2022-06-13,2022-06-13,2022-06-13,0,20
24234282126000291320704,2022-05-17,2022-06-03,2022-06-03,2022-06-03,0,17
24234282117000259644047,2022-05-07,2022-05-25,2022-05-25,2022-05-25,0,18
24234282127000297182222,2022-05-18,2022-06-04,2022-06-06,2022-06-06,0,17
24234282124000284045443,2022-05-12,2022-06-01,2022-06-01,2022-06-01,0,20
24234282124000284995456,2022-05-11,2022-06-01,2022-06-01,2022-06-01,0,21
24234282085000172274177,2022-05-04,2022-05-06,2022-05-06,2022-05-06,0,2
24234282120000270411975,2022-05-06,2022-05-28,2022-05-30,2022-05-30,0,22
24234282120000270428102,2022-05-19,2022-05-28,2022-05-30,2022-05-30,0,9
24234282138000341639323,2022-05-26,2022-06-15,2022-06-15,2022-06-15,0,20
24234282147000384930463,2022-06-02,2022-06-24,2022-06-24,2022-06-24,0,22
24234282094000194911011,2022-05-15,2022-05-17,2022-05-17,2022-05-17,0,2
24234282105000225357421,2022-05-08,2022-05-13,2022-05-13,2022-05-13,0,5
24234282125000288865233,2022-05-12,2022-06-02,2022-06-02,2022-06-02,0,21
24234282143000363844440,2022-05-27,2022-06-21,2022-06-21,2022-06-21,0,25
24234282098000205106425,2022-05-11,2022-05-13,2022-05-13,2022-05-13,0,2
24234282143000362879199,2022-06-02,2022-06-20,2022-06-20,2022-06-20,0,18
24234282159000467793494,2022-06-17,2022-07-06,2022-07-06,2022-07-06,0,19
24234282130000309014426,2022-06-09,2022-06-11,2022-06-13,2022-06-13,0,2
24234282150000396905028,2022-06-11,2022-06-27,2022-06-27,2022-06-27,0,16
24234282153000421008894,2022-06-09,2022-06-30,2022-06-30,2022-06-30,0,21
24234282162000490341134,2022-06-22,2022-07-09,2022-07-11,2022-07-11,0,17
24234282120000269557127,2022-05-14,2022-05-28,2022-05-30,2022-05-30,0,14
24234282145000373712197,2022-06-03,2022-06-22,2022-06-22,2022-06-22,0,19
24234282113000246269324,2022-05-08,2022-05-21,2022-05-23,2022-05-23,0,13
24234282112000243561187,2022-05-20,2022-05-22,2022-05-23,2022-05-23,0,2
24234282123000279572998,2022-06-10,2022-06-12,2022-06-13,2022-06-13,0,2
24234282138000341675475,2022-05-26,2022-06-15,2022-06-15,2022-06-15,0,20
24234282159000462592503,2022-06-16,2022-07-06,2022-07-06,2022-07-06,0,20
24234282152000416195038,2022-06-26,2022-06-29,2022-06-29,2022-06-29,0,3
24234282154000430416186,2022-06-11,2022-07-01,2022-07-01,2022-07-01,0,20
24234282117000258034265,2022-06-09,2022-06-11,2022-06-13,2022-06-13,0,2
24234282145000372316438,2022-06-03,2022-06-22,2022-06-22,2022-06-22,0,19
24234282158000458424563,2022-06-25,2022-07-05,2022-07-05,2022-07-05,0,10
24234282164000498061468,2022-06-18,2022-07-11,2022-07-11,2022-07-11,0,23
24234282148000389128567,2022-06-02,2022-06-25,2022-06-27,2022-06-27,0,23
24234282151000410105539,2022-06-30,2022-07-02,2022-07-04,2022-07-04,0,2
24234282155000438823929,2022-06-18,2022-07-02,2022-07-04,2022-07-04,0,14
24234282120000270492850,2022-05-04,2022-05-28,2022-05-30,2022-05-30,0,24
24234282123000280722574,2022-05-10,2022-05-31,2022-05-31,2022-05-31,0,21
24234282138000339194372,2022-05-31,2022-06-15,2022-06-15,2022-06-15,0,15
24234282156000444650471,2022-06-18,2022-07-03,2022-07-04,2022-07-04,0,15
24234282072000138129726,2022-05-07,2022-05-09,2022-05-09,2022-05-09,0,2
24234282162000490320146,2022-06-23,2022-07-10,2022-07-11,2022-07-11,0,17
24234282161000482043228,2022-06-30,2022-07-08,2022-07-08,2022-07-08,0,8
24234282163000495474129,2022-06-27,2022-07-10,2022-07-11,2022-07-11,0,13
24234282117000260576170,2022-05-12,2022-05-26,2022-05-26,2022-05-26,0,14
24234282120000268835391,2022-05-07,2022-05-28,2022-05-30,2022-05-30,0,21
